,Company_name,Rating,Map,Phpne,Business_type,Address,Open_time,Website,Extraction Date
31,Hardwood Furnitures,5.0(20),https://www.google.com/maps/place/Hardwood+Furnitures/data=!4m7!3m6!1s0x182f10f1023601e1:0x5313562b4d07f387!8m2!3d-1.297088!4d36.8161511!16s%2Fg%2F11b7p_zb4r!19sChIJ4QE2AvEQLxgRh_MHTStWE1M?authuser=0&hl=am&rclk=1,+254 701 748201,የቢሮ ዕቃዎች መደብር,"·Flamingo Towers, Mara Rd, Parking 1","['ቅዳሜ: 9ጥዋት–1ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–5ከሰዓት', 'ማክሰኞ: 8ጥዋት–5ከሰዓት', 'ረቡዕ: 8ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–5ከሰዓት']",http://hardwoodfurnitures.co.ke/,2025-04-26
32,Ayanah Furniture & Interiors,4.0(42),https://www.google.com/maps/place/Ayanah+Furniture+%26+Interiors/data=!4m7!3m6!1s0x182f1b154ae984d5:0x7b79eb857dfc455a!8m2!3d-1.2642825!4d36.8056472!16s%2Fg%2F124stft7p!19sChIJ1YTpShUbLxgRWkX8fYXreXs?authuser=0&hl=am&rclk=1,+254 706 597107,የቤት ዕቃዎች መደብር,"·Bishan Plaza, Mpaka Rd","['ቅዳሜ: 9ጥዋት–5ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–6ከሰዓት', 'ማክሰኞ: 9ጥዋት–6ከሰዓት', 'ረቡዕ: 9ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–6ከሰዓት']",http://www.ayanah.co.ke/,2025-04-26
33,Sunny Daze Ltd,4.4(87),https://www.google.com/maps/place/Sunny+Daze+Ltd/data=!4m7!3m6!1s0x182f10a3e7fbb2e1:0x3739a223d841945e!8m2!3d-1.2516591!4d36.8049647!16s%2Fg%2F1tfdw6xt!19sChIJ4bL756MQLxgRXpRB2COiOTc?authuser=0&hl=am&rclk=1,+254 787 939968,Watengenezaji wa samani,·Peponi Gardens,"['ቅዳሜ: 8:30ጥዋት–5ከሰዓት', 'እሑድ: 10ጥዋት–3ከሰዓት', 'ሰኞ: 8:30ጥዋት–5ከሰዓት', 'ማክሰኞ: 8:30ጥዋት–5ከሰዓት', 'ረቡዕ: 8:30ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 8:30ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8:30ጥዋት–5ከሰዓት']",http://www.sunnydazekenya.com/,2025-04-26
34,"Istikbal Home Furniture, Mombasa Road",4.4(48),"https://www.google.com/maps/place/Istikbal+Home+Furniture,+Mombasa+Road/data=!4m7!3m6!1s0x182f111b6ef6d259:0xf4c771587cf8d20d!8m2!3d-1.3274315!4d36.8509703!16s%2Fg%2F11j3xc7jfj!19sChIJWdL2bhsRLxgRDdL4fFhxx_Q?authuser=0&hl=am&rclk=1",+254 790 551155,የቤት ዕቃዎች መደብር,"·Panesar's House, Mombasa Road",['N/A'],https://www.istikbalkenya.com/,2025-04-26
35,Furniture Choice Kenya,4.5(22),https://www.google.com/maps/place/Furniture+Choice+Kenya/data=!4m7!3m6!1s0x182f13bd7d14a77d:0x16eda07acc54d789!8m2!3d-1.3359568!4d36.8939329!16s%2Fg%2F11mvlpvsl6!19sChIJfacUfb0TLxgRiddUzHqg7RY?authuser=0&hl=am&rclk=1,+254 717 777813,የቢሮ ዕቃዎች መደብር,"·Cabanas, Along Mombasa Road, Red Commercial Center, Near Cabanas Bus Stop",['N/A'],http://furniturechoicekenya.com/,2025-04-26
36,Customized Furniture,5.0(3),https://www.google.com/maps/place/Customized+Furniture/data=!4m7!3m6!1s0x182f110406b7b42f:0x4f9002c1d3dfdf02!8m2!3d-1.2973132!4d36.8654309!16s%2Fg%2F11hfq6d8kv!19sChIJL7S3BgQRLxgRAt_f08ECkE8?authuser=0&hl=am&rclk=1,+254 724 459239,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 8:12ጥዋት–6:12ከሰዓት', 'እሑድ: 8:12ጥዋት–6:12ከሰዓት', 'ሰኞ: 8:12ጥዋት–6:12ከሰዓት', 'ማክሰኞ: 8:12ጥዋት–6:12ከሰዓት', 'ረቡዕ: 8:12ጥዋት–6:12ከሰዓት', 'ሐሙስ(Labour Day): 8:12ጥዋት–6:12ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8:12ጥዋት–6:12ከሰዓት']",N/A,2025-04-26
37,Poa furniture enterprice,5.0(15),https://www.google.com/maps/place/Poa+furniture+enterprice/data=!4m7!3m6!1s0x182f17ed89a68a87:0xddad06027bdbdbd2!8m2!3d-1.2734549!4d36.8289027!16s%2Fg%2F11m9xgbd2x!19sChIJh4qmie0XLxgR0tvbewIGrd0?authuser=0&hl=am&rclk=1,+254 716 811405,Furniture manufacturer,·Desai Rd,"['ቅዳሜ: 8ጥዋት–5ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–8:30ከሰዓት', 'ማክሰኞ: 8ጥዋት–8:30ከሰዓት', 'ረቡዕ: 8ጥዋት–8:30ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–8:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–8:30ከሰዓት']",http://poafurniture.co.ke/,2025-04-26
38,BoConcept Nairobi,4.9(95),https://www.google.com/maps/place/BoConcept+Nairobi/data=!4m7!3m6!1s0x182f175d027d5ea3:0xbdc9bdc14df706e1!8m2!3d-1.2598944!4d36.7805612!16s%2Fg%2F11rfb3t3y7!19sChIJo159Al0XLxgR4Qb3TcG9yb0?authuser=0&hl=am&rclk=1,+254 768 670479,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 10ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–6ከሰዓት', 'ማክሰኞ: 9ጥዋት–6ከሰዓት', 'ረቡዕ: 9ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): Closedየበዓል ሰዓታት', 'ዓርብ: 9ጥዋት–6ከሰዓት']",https://www.boconcept.com/en-ke,2025-04-26
39,"Fairdeal Furniture/Ashley Furniture HomeStore - Park View Heights, Msa Road",5.0(211),"https://www.google.com/maps/place/Fairdeal+Furniture%2FAshley+Furniture+HomeStore+-+Park+View+Heights,+Msa+Road/data=!4m7!3m6!1s0x182f119781274a9d:0x7d8df02e76f21052!8m2!3d-1.3230216!4d36.8450694!16s%2Fg%2F11rxm7yl39!19sChIJnUongZcRLxgRUhDydi7wjX0?authuser=0&hl=am&rclk=1",+254 104 101010,የቤት ዕቃዎች መደብር,·Mombasa Road,"['ቅዳሜ: 9ጥዋት–5ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–5ከሰዓት', 'ማክሰኞ: 9ጥዋት–5ከሰዓት', 'ረቡዕ: 9ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–5ከሰዓት']",https://www.fairdealfurniture.co.ke/,2025-04-26
40,Savannah Space,4.8(16),https://www.google.com/maps/place/Savannah+Space/data=!4m7!3m6!1s0x182f19c3161e0cfb:0xea5200c65b09f3f6!8m2!3d-1.2799377!4d36.7702149!16s%2Fg%2F11fwz2y84v!19sChIJ-wweFsMZLxgR9vMJW8YAUuo?authuser=0&hl=am&rclk=1,+254 793 626458,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 10:30ጥዋት–4ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 10:30ጥዋት–4ከሰዓት', 'ማክሰኞ: 10:30ጥዋት–4ከሰዓት', 'ረቡዕ: 10:30ጥዋት–4ከሰዓት', 'ሐሙስ(Labour Day): 10:30ጥዋት–4ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 10:30ጥዋት–4ከሰዓት']",https://savannahspace.com/,2025-04-26
41,Used Furniture and Appliances Shop,4.2(5),https://www.google.com/maps/place/Used+Furniture+and+Appliances+Shop/data=!4m7!3m6!1s0x182f3fd8cce4e51f:0xbb63890399b2830!8m2!3d-1.2815095!4d36.9628286!16s%2Fg%2F11gmzm8jr1!19sChIJH-XkzNg_LxgRMCibOZA4tgs?authuser=0&hl=am&rclk=1,+254 704 311568,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 8ጥዋት–8ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–8ከሰዓት', 'ማክሰኞ: 8ጥዋት–8ከሰዓት', 'ረቡዕ: 8ጥዋት–8ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–8ከሰዓትየበዓል ሰዓታት', 'ዓርብ: 8ጥዋት–8ከሰዓት']",https://usedfurnitureshop.co.ke/,2025-04-26
42,Jogoo Road Furniture,4.5(4),https://www.google.com/maps/place/Jogoo+Road+Furniture/data=!4m7!3m6!1s0x182f1141cc69d41b:0x59314cfb4442f8d9!8m2!3d-1.2940459!4d36.8494689!16s%2Fg%2F11g0t89nxh!19sChIJG9RpzEERLxgR2fhCRPtMMVk?authuser=0&hl=am&rclk=1,N/A,የቤት ዕቃዎች መደብር,"·PR4X+9QQ, Jogoo Rd","['ቅዳሜ: 8ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–6ከሰዓት', 'ማክሰኞ: 8ጥዋት–6ከሰዓት', 'ረቡዕ: 8ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6ከሰዓት']",https://business.google.com/create?fp=6427002785300150489&hl=am&authuser=0&gmbsrc=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,2025-04-26
43,Imani Furniture Ngara,4.6(14),https://www.google.com/maps/place/Imani+Furniture+Ngara/data=!4m7!3m6!1s0x182f172f01f8fc45:0x50c920c91006c2e1!8m2!3d-1.2747514!4d36.819481!16s%2Fg%2F11f6l18_tb!19sChIJRfz4AS8XLxgR4cIGEMkgyVA?authuser=0&hl=am&rclk=1,+254 729 410235,የቤት ዕቃዎች መደብር,"·Nabro Towers Along Chambers Road, Near Ngara Road & Chambers Road Junction, Fig Tree, Near Think twice Second Hand Clothing",['N/A'],N/A,2025-04-26
44,Galore furniture kenya,5.0(9),https://www.google.com/maps/place/Galore+furniture+kenya/data=!4m7!3m6!1s0x182f1747b182647d:0x572b52f5d0bcd871!8m2!3d-1.272507!4d36.8278012!16s%2Fg%2F11l9zc71h1!19sChIJfWSCsUcXLxgRcdi80PVSK1c?authuser=0&hl=am&rclk=1,+254 724 802575,የቤት ዕቃዎች መደብር,·Desai Rd,"['ቅዳሜ: Closed', 'እሑድ: 8ጥዋት–7:30ከሰዓት', 'ሰኞ: 8ጥዋት–7:30ከሰዓት', 'ማክሰኞ: 8ጥዋት–7:30ከሰዓት', 'ረቡዕ: 8:30ጥዋት–7ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–7:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–8ከሰዓት']",https://upsurgefurniture.co.ke/,2025-04-26
45,Mima Designs Furniture,4.2(14),https://www.google.com/maps/place/Mima+Designs+Furniture/data=!4m7!3m6!1s0x182f13c7184577fb:0x46a6386092dea668!8m2!3d-1.3049748!4d36.8896847!16s%2Fg%2F1yg4v7hgy!19sChIJ-3dFGMcTLxgRaKbekmA4pkY?authuser=0&hl=am&rclk=1,+254 700 921918,የቤት ዕቃዎች ሰሪ,"·Mima Centre, Behind Oilcom Petrol Station Donholm Area, Outer Ring Rd","['ቅዳሜ: 9ጥዋት–2ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–6ከሰዓት', 'ማክሰኞ: 9ጥዋት–6ከሰዓት', 'ረቡዕ: 9ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–6ከሰዓት']",http://www.mimadesignsfurniture.co.ke/,2025-04-26
46,Elegant Furniture,5.0(5),https://www.google.com/maps/place/Elegant+Furniture/data=!4m7!3m6!1s0x182f17379bb360b3:0xb008e0e2f313a679!8m2!3d-1.2769375!4d36.8275625!16s%2Fg%2F11wmzj475s!19sChIJs2CzmzcXLxgReaYT8-LgCLA?authuser=0&hl=am&rclk=1,+254 743 311339,የቢሮ ዕቃዎች መደብር,N/A,"['ቅዳሜ: 8ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 7ጥዋት–6ከሰዓት', 'ማክሰኞ: 7ጥዋት–6ከሰዓት', 'ረቡዕ: 7ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 7ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 7ጥዋት–6ከሰዓት']",https://www.elegantfurnitures.co.ke/,2025-04-26
47,Urban Furniture Kenya,5.0(5),https://www.google.com/maps/place/Urban+Furniture+Kenya/data=!4m7!3m6!1s0x182f13c93eee18a1:0x5042a8b9db37269e!8m2!3d-1.2906667!4d36.948211!16s%2Fg%2F11rx1g4rnc!19sChIJoRjuPskTLxgRniY327moQlA?authuser=0&hl=am&rclk=1,+254 726 604055,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 9ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8:30ጥዋት–6:30ከሰዓት', 'ማክሰኞ: 8:30ጥዋት–6:30ከሰዓት', 'ረቡዕ: 8:30ጥዋት–6:30ከሰዓት', 'ሐሙስ(Labour Day): 8:30ጥዋት–6:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8:30ጥዋት–6:30ከሰዓት']",N/A,2025-04-26
48,NAIROBI MART FURNITURE,5.0(2),https://www.google.com/maps/place/NAIROBI+MART+FURNITURE/data=!4m7!3m6!1s0x182f1762092d7e5f:0xe741447275a45b4d!8m2!3d-1.2775256!4d36.8308982!16s%2Fg%2F11trdmm713!19sChIJX34tCWIXLxgRTVukdXJEQec?authuser=0&hl=am&rclk=1,+254 769 718200,የቤት ዕቃዎች መደብር,·Park Rd,"['ቅዳሜ: 9ጥዋት–7ከሰዓት', 'እሑድ: 11ጥዋት–3ከሰዓት', 'ሰኞ: 9ጥዋት–7ከሰዓት', 'ማክሰኞ: 9ጥዋት–7ከሰዓት', 'ረቡዕ: 9ጥዋት–7ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–7ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–7ከሰዓት']",https://www.nairobimartwholesalers.co.ke/,2025-04-26
49,Kings furniture BBS MALL,5.0(6),https://www.google.com/maps/place/Kings+furniture+BBS+MALL/data=!4m7!3m6!1s0x182f1100563a7c1f:0xd0be568336c20818!8m2!3d-1.2795358!4d36.8476525!16s%2Fg%2F11lf1ps9cs!19sChIJH3w6VgARLxgRGAjCNoNWvtA?authuser=0&hl=am&rclk=1,+254 719 494465,የቤት ዕቃ አከፋፋይ,·general waruinge street,"['ቅዳሜ: 9ጥዋት–10:30ከሰዓት', 'እሑድ: 9ጥዋት–10:30ከሰዓት', 'ሰኞ: 9ጥዋት–10:30ከሰዓት', 'ማክሰኞ: 9ጥዋት–10:30ከሰዓት', 'ረቡዕ: 9ጥዋት–10:30ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–10:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–10:30ከሰዓት']",https://kingsfurniture.co.ke/,2025-04-26
50,New hope furnitures ltd,4.3(3),https://www.google.com/maps/place/New+hope+furnitures+ltd/data=!4m7!3m6!1s0x182f1159c1d5a5b5:0x718a5013ec9d50e2!8m2!3d-1.2802277!4d36.8503514!16s%2Fg%2F11jjrxc3sd!19sChIJtaXVwVkRLxgR4lCd7BNQinE?authuser=0&hl=am&rclk=1,+254 722 154968,የቤት ዕቃዎች መደብር,·Eastliegh first Avenue,"['ቅዳሜ: 9ጥዋት–5ከሰዓት', 'እሑድ: 9ጥዋት–5ከሰዓት', 'ሰኞ: 9ጥዋት–5ከሰዓት', 'ማክሰኞ: 9ጥዋት–5ከሰዓት', 'ረቡዕ: 9ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–5ከሰዓት']",N/A,2025-04-26
51,"Neilan Furniture Jiji, Nairobi",5.0(2),"https://www.google.com/maps/place/Neilan+Furniture+Jiji,+Nairobi/data=!4m7!3m6!1s0x182f1953f53324cd:0x9e8810f084168785!8m2!3d-1.265396!4d36.7410075!16s%2Fg%2F11vc07n7nb!19sChIJzSQz9VMZLxgRhYcWhPAQiJ4?authuser=0&hl=am&rclk=1",+254 704 688978,የቤት ዕቃዎች መደብር,"·Mountain View Mall, 1st Floor Waiyaki Wy","['ቅዳሜ: Closed', 'እሑድ: 9ጥዋት–9ከሰዓት', 'ሰኞ: 8:30ጥዋት–8ከሰዓት', 'ማክሰኞ: 8ጥዋት–8ከሰዓት', 'ረቡዕ: 8ጥዋት–8ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–8ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–8ከሰዓት']",https://neilanfurniture.com/,2025-04-26
52,Upmega,4.6(51),https://www.google.com/maps/place/Upmega/data=!4m7!3m6!1s0x182f4179098aa507:0x741302c578f9667d!8m2!3d-1.1674619!4d36.9639613!16s%2Fg%2F11v18_bhkf!19sChIJB6WKCXlBLxgRfWb5eMUCE3Q?authuser=0&hl=am&rclk=1,+254 113 555342,የቤት ዕቃዎች መደብር,"·RXM7+2JJ, Eastern Bypass","['ቅዳሜ: 9:30ጥዋት–6ከሰዓት', 'እሑድ: 12–6ከሰዓት', 'ሰኞ: 9:30ጥዋት–6ከሰዓት', 'ማክሰኞ: 9:30ጥዋት–6ከሰዓት', 'ረቡዕ: 9:30ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 9:30ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9:30ጥዋት–6ከሰዓት']",https://www.upmega.co.ke/,2025-04-26
53,Makespace Functional Furniture,5.0(23),https://www.google.com/maps/place/Makespace+Functional+Furniture/data=!4m7!3m6!1s0x182f41c6f117c27b:0x317b0eed6165324f!8m2!3d-1.2568677!4d36.9853216!16s%2Fg%2F11f9xf02yf!19sChIJe8IX8cZBLxgRTzJlYe0OezE?authuser=0&hl=am&rclk=1,+254 718 316814,የቤት ዕቃዎች መደብር,·Eastern Bypass,"['ቅዳሜ: 8:30ጥዋት–5:30ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8:30ጥዋት–5:30ከሰዓት', 'ማክሰኞ: 8:30ጥዋት–5:30ከሰዓት', 'ረቡዕ: 8:30ጥዋት–5:30ከሰዓት', 'ሐሙስ(Labour Day): 8:30ጥዋት–5:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8:30ጥዋት–5:30ከሰዓት']",http://makespace.co.ke/,2025-04-26
54,Fast Choice Limited,4.6(26),https://www.google.com/maps/place/Fast+Choice+Limited/data=!4m7!3m6!1s0x182f118d0d6641b9:0xf73ecbfbba017850!8m2!3d-1.2824997!4d36.8176634!16s%2Fg%2F1pt_xnb25!19sChIJuUFmDY0RLxgRUHgBuvvLPvc?authuser=0&hl=am&rclk=1,+254 700 053808,የቢሮ ዕቃዎች መደብር,"·Uniafric House, 25 Koinange St","['ቅዳሜ: 9ጥዋት–1ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–5ከሰዓት', 'ማክሰኞ: 8ጥዋት–5ከሰዓት', 'ረቡዕ: 8ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–5ከሰዓት']",https://www.fastchoiceke.com/,2025-04-26
55,Trade Routes Furniture Collection Ltd,4.7(9),https://www.google.com/maps/place/Trade+Routes+Furniture+Collection+Ltd/data=!4m7!3m6!1s0x182f19b4f4325d73:0xb646bc924e4cb287!8m2!3d-1.2518216!4d36.7560917!16s%2Fg%2F11by_f6nst!19sChIJc10y9LQZLxgRh7JMTpK8RrY?authuser=0&hl=am&rclk=1,+254 718 044636,የቆየ የቤት ዕቃ መደብር,N/A,"['ቅዳሜ: 10ጥዋት–5ከሰዓት', 'እሑድ: 10ጥዋት–1:30ከሰዓት', 'ሰኞ: 10ጥዋት–5ከሰዓት', 'ማክሰኞ: 10ጥዋት–5ከሰዓት', 'ረቡዕ: 10ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 10ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 10ጥዋት–5ከሰዓት']",http://www.traderoutesfurniture.com/,2025-04-26
56,URBAN SOFAS KENYA,3.9(34),https://www.google.com/maps/place/URBAN+SOFAS+KENYA/data=!4m7!3m6!1s0x182f3fe96b594c11:0x6a1c1768df9b7595!8m2!3d-1.1998247!4d36.8956201!16s%2Fg%2F11vbzbc0lr!19sChIJEUxZa-k_LxgRlXWb32gXHGo?authuser=0&hl=am&rclk=1,+254 714 283186,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 9ጥዋት–7:30ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–7:30ከሰዓት', 'ማክሰኞ: 9ጥዋት–7:30ከሰዓት', 'ረቡዕ: 8ጥዋት–7:30ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–7:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–7:30ከሰዓት']",N/A,2025-04-26
57,Comfort Craft Furniture,5.0(7),https://www.google.com/maps/place/Comfort+Craft+Furniture/data=!4m7!3m6!1s0x182f1758c86dcb27:0xd38b449f20cc72d7!8m2!3d-1.2781236!4d36.8304167!16s%2Fg%2F11lz5k8y3g!19sChIJJ8ttyFgXLxgR13LMIJ9Ei9M?authuser=0&hl=am&rclk=1,+254 748 972044,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 8ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–6ከሰዓት', 'ማክሰኞ: 8ጥዋት–6ከሰዓት', 'ረቡዕ: 8ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6ከሰዓት']",https://comfortcraft.co.ke/,2025-04-26
58,Antarc Office Furniture and Flooring,4.0(191),https://www.google.com/maps/place/Antarc+Office+Furniture+and+Flooring/data=!4m7!3m6!1s0x182f173bef013053:0xb54f9830120387c0!8m2!3d-1.2689475!4d36.8096841!16s%2Fg%2F1v_hw9g8!19sChIJUzAB7zsXLxgRwIcDEjCYT7U?authuser=0&hl=am&rclk=1,+254 733 503500,የቢሮ ዕቃዎች መደብር,·62 Muthithi Rd,"['ቅዳሜ: 9ጥዋት–12ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–5ከሰዓት', 'ማክሰኞ: 9ጥዋት–5ከሰዓት', 'ረቡዕ: 9ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–5ከሰዓት']",http://www.antarc-ke.com/,2025-04-26
59,Dignity Furniture Showroom - Parklands Branch,3.4(17),https://www.google.com/maps/place/Dignity+Furniture+Showroom+-+Parklands+Branch/data=!4m7!3m6!1s0x182f17cd6ebb9fdb:0x1f8ca3be6ed4450e!8m2!3d-1.2708971!4d36.8125788!16s%2Fg%2F11tmhngf3v!19sChIJ25-7bs0XLxgRDkXUbr6jjB8?authuser=0&hl=am&rclk=1,+254 716 515151,የቤት ዕቃዎች መደብር,"·Broadwalk Mall, Ojijo Rd","['ቅዳሜ: 9ጥዋት–5ከሰዓት', 'እሑድ: 10ጥዋት–2ከሰዓት', 'ሰኞ: 9ጥዋት–5ከሰዓት', 'ማክሰኞ: 9ጥዋት–5ከሰዓት', 'ረቡዕ: 9ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–5ከሰዓት']",http://www.dignity.co.ke/,2025-04-26
60,Infinity Furniture Ltd,4.3(7),https://www.google.com/maps/place/Infinity+Furniture+Ltd/data=!4m7!3m6!1s0x182f1709009aa491:0x43ab9350bd986f23!8m2!3d-1.262255!4d36.8068423!16s%2Fg%2F11gjncw1_l!19sChIJkaSaAAkXLxgRI2-YvVCTq0M?authuser=0&hl=am&rclk=1,+254 780 369000,የቢሮ ዕቃዎች መደብር,"·3rd Floor, West Point,, No.17 Mpaka Road,, Westlands, Nairobi, 1870 Mpaka Rd","['ቅዳሜ: 8:30ጥዋት–1ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8:30ጥዋት–5ከሰዓት', 'ማክሰኞ: 8:30ጥዋት–5ከሰዓት', 'ረቡዕ: 8:30ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 8:30ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8:30ጥዋት–5ከሰዓት']",https://infinity-ke.com/,2025-04-26
