,Company_name,Rating,Map,Phpne,Business_type,Address,Open_time,Website,Extraction Date
61,Nairobi furniture store,5.0(1),https://www.google.com/maps/place/Nairobi+furniture+store/data=!4m7!3m6!1s0x182f13ea27b7ed85:0xe2553ff8c87d2304!8m2!3d-1.3237858!4d36.8999616!16s%2Fg%2F11p0_wv5dj!19sChIJhe23J-oTLxgRBCN9yPg_VeI?authuser=0&hl=am&rclk=1,+254 728 440528,የቤት ዕቃዎች ሰሪ,N/A,['N/A'],N/A,2025-04-26
62,The Green Furniture Company,5.0(1),https://www.google.com/maps/place/The+Green+Furniture+Company/data=!4m7!3m6!1s0x182f1750f3d5cd7b:0x214e851405b94763!8m2!3d-1.2686788!4d36.7927218!16s%2Fg%2F11kl40ztrr!19sChIJe83V81AXLxgRY0e5BRSFTiE?authuser=0&hl=am&rclk=1,+254 787 334495,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 8:30ጥዋት–5ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8:30ጥዋት–5ከሰዓት', 'ማክሰኞ: 8:30ጥዋት–5ከሰዓት', 'ረቡዕ: 8:30ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): Closedየበዓል ሰዓታት', 'ዓርብ: 8:30ጥዋት–5ከሰዓት']",https://thegreenfurniturecompany.com/,2025-04-26
63,Furniture and home products for every budget,4.1(9),https://www.google.com/maps/place/Furniture+and+home+products+for+every+budget/data=!4m7!3m6!1s0x182f175997266a23:0xbc2b00e2b287c6d6!8m2!3d-1.2604367!4d36.8035447!16s%2Fg%2F11flpk_1j1!19sChIJI2oml1kXLxgR1saHsuIAK7w?authuser=0&hl=am&rclk=1,+254 719 876919,የቤት ዕቃዎች መደብር,·Westlands Commercial Centre Ring Road Parklands,['N/A'],N/A,2025-04-26
64,Dignity Furniture Showroom - Mlolongo Branch,4.5(24),https://www.google.com/maps/place/Dignity+Furniture+Showroom+-+Mlolongo+Branch/data=!4m7!3m6!1s0x182f0b87841df5e7:0x70502deff022d729!8m2!3d-1.418696!4d36.9525803!16s%2Fg%2F11hhz5jlv0!19sChIJ5_UdhIcLLxgRKdci8O8tUHA?authuser=0&hl=am&rclk=1,+254 754 444222,የቤት ዕቃዎች መደብር,"·Duldul Business Park Phase III, Mombasa Road","['ቅዳሜ: 9ጥዋት–5ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–5ከሰዓት', 'ማክሰኞ: 9ጥዋት–5ከሰዓት', 'ረቡዕ: 9ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–5ከሰዓት']",http://www.dignity.co.ke/,2025-04-26
65,Kikwetu Furniture,4.3(7),https://www.google.com/maps/place/Kikwetu+Furniture/data=!4m7!3m6!1s0x182f3da2d951d415:0x2c76c2fe127104a3!8m2!3d-1.2753432!4d36.8227217!16s%2Fg%2F11g2rf_y1q!19sChIJFdRR2aI9LxgRowRxEv7Cdiw?authuser=0&hl=am&rclk=1,+254 723 282828,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 9ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–6ከሰዓት', 'ማክሰኞ: 9ጥዋት–6ከሰዓት', 'ረቡዕ: 9ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–6ከሰዓት']",https://www.facebook.com/kikwetufurnitures,2025-04-26
66,Furniture Kenya,4.3(4),https://www.google.com/maps/place/Furniture+Kenya/data=!4m7!3m6!1s0x182f16d1edb831e5:0x69498cce1a00fce0!8m2!3d-1.2749605!4d36.8346688!16s%2Fg%2F11c1x53044!19sChIJ5TG47dEWLxgR4PwAGs6MSWk?authuser=0&hl=am&rclk=1,+254 712 005392,የመገበያያ ስፍራ,"·Kirima & Sons Ltd, Muslim Rd","['ቅዳሜ: Closed', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–5:30ከሰዓት', 'ማክሰኞ: 8ጥዋት–5:30ከሰዓት', 'ረቡዕ: 8ጥዋት–5:30ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–5:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–5:30ከሰዓት']",https://business.google.com/create?fp=7586749864109735136&hl=am&authuser=0&gmbsrc=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,2025-04-26
67,furniture sofas,5.0(3),https://www.google.com/maps/place/furniture+sofas/data=!4m7!3m6!1s0x182f133cd3b6cb69:0xdcdf99e795b698bc!8m2!3d-1.297459!4d36.872114!16s%2Fg%2F11gs4n4cg0!19sChIJacu20zwTLxgRvJi2leeZ39w?authuser=0&hl=am&rclk=1,+254 710 856003,የሶፋ መደብር,·Jogoo road opposite makadara railway station,"['ቅዳሜ: Open 24 hours', 'እሑድ: Closed', 'ሰኞ: Open 24 hours', 'ማክሰኞ: Open 24 hours', 'ረቡዕ: Open 24 hours', 'ሐሙስ(Labour Day): Open 24 hoursሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: Open 24 hours']",N/A,2025-04-26
68,Outdoor Furniture Kenya,4.4(7),https://www.google.com/maps/place/Outdoor+Furniture+Kenya/data=!4m7!3m6!1s0x182f17da481115ab:0x5ef19c72c1394cae!8m2!3d-1.3376945!4d36.8939931!16s%2Fg%2F11sgp2l3mv!19sChIJqxURSNoXLxgRrkw5wXKc8V4?authuser=0&hl=am&rclk=1,+254 748 961444,የቤት ዕቃዎች መደብር,"·Kay Godowns B11, Mombasa Road","['ቅዳሜ: 9ጥዋት–2ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–5ከሰዓት', 'ማክሰኞ: 9ጥዋት–5ከሰዓት', 'ረቡዕ: 9ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): Closedየበዓል ሰዓታት', 'ዓርብ: 9ጥዋት–5ከሰዓት']",https://outdoorfurniturekenya.com/,2025-04-26
69,Just Save Furniture,5.0(4),https://www.google.com/maps/place/Just+Save+Furniture/data=!4m7!3m6!1s0x182f176551375373:0xceadf97b34ec233f!8m2!3d-1.2713572!4d36.8298616!16s%2Fg%2F11vll_08ls!19sChIJc1M3UWUXLxgRPyPsNHv5rc4?authuser=0&hl=am&rclk=1,+254 728 337000,የቤት ዕቃዎች መደብር,·Lome Rd,"['ቅዳሜ: Open 24 hours', 'እሑድ: 9ጥዋት–8:17ከሰዓት', 'ሰኞ: Open 24 hours', 'ማክሰኞ: Open 24 hours', 'ረቡዕ: Open 24 hours', 'ሐሙስ(Labour Day): Open 24 hoursሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: Open 24 hours']",http://www.nairobimartwholesalers.co.ke/,2025-04-26
70,Wayfair furniture,5.0(1),https://www.google.com/maps/place/Wayfair+furniture/data=!4m7!3m6!1s0x182f17800bdde497:0x3b7d94febfa31d2!8m2!3d-1.2783309!4d36.8300556!16s%2Fg%2F11q2xjc_lq!19sChIJl-TdC4AXLxgR0jH660_ZtwM?authuser=0&hl=am&rclk=1,+254 725 944756,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 8ጥዋት–7:30ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 7ጥዋት–8ከሰዓት', 'ማክሰኞ: 7ጥዋት–8ከሰዓት', 'ረቡዕ: 7ጥዋት–8ከሰዓት', 'ሐሙስ(Labour Day): 7ጥዋት–8ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 7ጥዋት–8ከሰዓት']",http://www.wayfair.com/,2025-04-26
71,Jimpass Nairobi Furniture,5.0(1),https://www.google.com/maps/place/Jimpass+Nairobi+Furniture/data=!4m7!3m6!1s0x182f11fea15f521d:0x2a28143f08935c02!8m2!3d-1.2994605!4d36.7906854!16s%2Fg%2F11rd30jsfh!19sChIJHVJfof4RLxgRAlyTCD8UKCo?authuser=0&hl=am&rclk=1,+254 712 089391,የቤት ዕቃዎች መደብር,"·Race course, Ngong Rd","['ቅዳሜ: 6ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 6ጥዋት–6ከሰዓት', 'ማክሰኞ: 6ጥዋት–6ከሰዓት', 'ረቡዕ: 6ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 6ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 6ጥዋት–6ከሰዓት']",N/A,2025-04-26
72,Hirleys Furniture Ltd,5.0(3),https://www.google.com/maps/place/Hirleys+Furniture+Ltd/data=!4m7!3m6!1s0x182f111e304200e1:0x2310a816227c1fda!8m2!3d-1.3321706!4d36.8576289!16s%2Fg%2F11hf4s6vqc!19sChIJ4QBCMB4RLxgR2h98IhaoECM?authuser=0&hl=am&rclk=1,+254 734 122000,የመጠጥ እና ምግብ ቤት ዕቃዎች መደብር,"·Subaru Kenya compound, Aryan centre, Mombasa Road","['ቅዳሜ: 8ጥዋት–12ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–5ከሰዓት', 'ማክሰኞ: 8ጥዋት–5ከሰዓት', 'ረቡዕ: 8ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–5ከሰዓት']",http://www.hirleysfurniture.com/,2025-04-26
73,Parkroad Furniture,4.3(3),https://www.google.com/maps/place/Parkroad+Furniture/data=!4m7!3m6!1s0x182f16da5b796da5:0xf1c46444b4274d01!8m2!3d-1.2704543!4d36.8325515!16s%2Fg%2F1tj9wlxy!19sChIJpW15W9oWLxgRAU0ntERkxPE?authuser=0&hl=am&rclk=1,N/A,የቤት ዕቃዎች መደብር,"·PRHM+R27, Park Rd","['ቅዳሜ: 8ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–6ከሰዓት', 'ማክሰኞ: 8ጥዋት–6ከሰዓት', 'ረቡዕ: 8ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6ከሰዓት']",https://business.google.com/create?fp=17421159504818949377&hl=am&authuser=0&gmbsrc=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,2025-04-26
74,Barwes Households Items,5.0(1),https://www.google.com/maps/place/Barwes+Households+Items/data=!4m7!3m6!1s0x182f170001d6a425:0x476f5562b1340646!8m2!3d-1.272545!4d36.8398293!16s%2Fg%2F11j297p5wp!19sChIJJaTWAQAXLxgRRgY0sWJVb0c?authuser=0&hl=am&rclk=1,+254 723 558134,ያገለገሉ የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 6:30ጥዋት–7ከሰዓት', 'እሑድ: 6:30ጥዋት–7ከሰዓት', 'ሰኞ: 6:30ጥዋት–7ከሰዓት', 'ማክሰኞ: 6:30ጥዋት–7ከሰዓት', 'ረቡዕ: 6:30ጥዋት–7ከሰዓት', 'ሐሙስ(Labour Day): 6:30ጥዋት–7ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 6:30ጥዋት–7ከሰዓት']",https://business.google.com/create?fp=5147426781475898950&hl=am&authuser=0&gmbsrc=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,2025-04-26
75,Niah By Design,5.0(16),https://www.google.com/maps/place/Niah+By+Design/data=!4m7!3m6!1s0x182f11b8a2e98ea9:0x22e696ebff04121e!8m2!3d-1.3060015!4d36.8251321!16s%2Fg%2F11nns0g6fp!19sChIJqY7porgRLxgRHhIE_-uW5iI?authuser=0&hl=am&rclk=1,+254 792 333729,የቤት ዕቃዎች መደብር,·Kisauni Rd,"['ቅዳሜ: 9ጥዋት–4ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 9ጥዋት–4ከሰዓት', 'ማክሰኞ: 9ጥዋት–4ከሰዓት', 'ረቡዕ: 9ጥዋት–4ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–4ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–4ከሰዓት']",https://instagram.com/niahbydesign?utm_medium=copy_link,2025-04-26
76,Mt Kenya Furnitures Ltd,5.0(1),https://www.google.com/maps/place/Mt+Kenya+Furnitures+Ltd/data=!4m7!3m6!1s0x182f172a1b706b2f:0x15f0abe10e970b5b!8m2!3d-1.2716108!4d36.8291525!16s%2Fg%2F12qfwrhhw!19sChIJL2twGyoXLxgRWwuXDuGr8BU?authuser=0&hl=am&rclk=1,+254 723 295349,የቤት ዕቃዎች መደብር,"·Kensia House, Murang'a Rd","['ቅዳሜ: 9ጥዋት–3ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8:30ጥዋት–12ከሰዓት', 'ማክሰኞ: 8:30ጥዋት–5:30ከሰዓት', 'ረቡዕ: 8:30ጥዋት–5:30ከሰዓት', 'ሐሙስ(Labour Day): 8:30ጥዋት–5:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8:30ጥዋት–5:30ከሰዓት']",http://www.mtkenyafurnitures.co.ke/,2025-04-26
77,Classic furniture center,5.0(1),https://www.google.com/maps/place/Classic+furniture+center/data=!4m7!3m6!1s0x182f17d3b7cbfb73:0xbf01fe8b309b08f3!8m2!3d-1.2761839!4d36.82961!16s%2Fg%2F11qqvbl98b!19sChIJc_vLt9MXLxgR8wibMIv-Ab8?authuser=0&hl=am&rclk=1,+254 724 064537,የቤት ዕቃዎች መደብር,·Desai Rd,"['ቅዳሜ: 8ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–6ከሰዓት', 'ማክሰኞ: 8ጥዋት–6ከሰዓት', 'ረቡዕ: 8ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6ከሰዓት']",N/A,2025-04-26
78,My Rustic Place LTD,4.1(9),https://www.google.com/maps/place/My+Rustic+Place+LTD/data=!4m7!3m6!1s0x182f1138202c44f9:0x484cb8ef116a976c!8m2!3d-1.278937!4d36.777798!16s%2Fg%2F11rcq61xgx!19sChIJ-UQsIDgRLxgRbJdqEe-4TEg?authuser=0&hl=am&rclk=1,+254 768 288608,የአገር ቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: Closed', 'እሑድ: 10ጥዋት–6ከሰዓት', 'ሰኞ: 9ጥዋት–8ከሰዓት', 'ማክሰኞ: 9ጥዋት–8ከሰዓት', 'ረቡዕ: 9ጥዋት–8ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–8ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–8ከሰዓት']",http://www.myrusticplace.com/,2025-04-26
79,Sofya Furniture Store Ltd - KAREN,4.5(6),https://www.google.com/maps/place/Sofya+Furniture+Store+Ltd+-+KAREN/data=!4m7!3m6!1s0x182f1b7082746ca3:0xbbe8a147c465df4d!8m2!3d-1.3293619!4d36.7147361!16s%2Fg%2F11t9lm_8gf!19sChIJo2x0gnAbLxgRTd9lxEeh6Ls?authuser=0&hl=am&rclk=1,+254 769 169193,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 9ጥዋት–6ከሰዓት', 'እሑድ: 11ጥዋት–6ከሰዓት', 'ሰኞ: 9ጥዋት–6ከሰዓት', 'ማክሰኞ: 9ጥዋት–6ከሰዓት', 'ረቡዕ: 9ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–6ከሰዓት']",http://www.sofya.store/,2025-04-26
80,J&B Furniture,5.0(1),https://www.google.com/maps/place/J%26B+Furniture/data=!4m7!3m6!1s0x182f17565bbe8f35:0x60e4edc5790ef2f0!8m2!3d-1.2782111!4d36.8292748!16s%2Fg%2F11h5x0h8gk!19sChIJNY--W1YXLxgR8PIOecXt5GA?authuser=0&hl=am&rclk=1,+254 719 629072,የቤት ዕቃዎች መደብር,"·City View Plaza, Musindi Rd","['ቅዳሜ: 8:30ጥዋት–6ከሰዓት', 'እሑድ: 10:30ጥዋት–4ከሰዓት', 'ሰኞ: 8:30ጥዋት–5:30ከሰዓት', 'ማክሰኞ: 8:30ጥዋት–5:30ከሰዓት', 'ረቡዕ: 8:30ጥዋት–5:30ከሰዓት', 'ሐሙስ(Labour Day): 8:30ጥዋት–5:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8:30ጥዋት–5:30ከሰዓት']",N/A,2025-04-26
81,MonDee Quality Furniture Nairobi Kenya,5.0(1),https://www.google.com/maps/place/MonDee+Quality+Furniture+Nairobi+Kenya/data=!4m7!3m6!1s0x182f17d4ea3c6477:0x93fa90eaa565ea17!8m2!3d-1.2772627!4d36.8300684!16s%2Fg%2F11v0vjlb49!19sChIJd2Q86tQXLxgRF-plpeqQ-pM?authuser=0&hl=am&rclk=1,+254 725 408418,Msambazaji wa Samani Zinazowekwa Kwenye Kuta au Sakafu,"·Desai Road Near Western Mart Supermarket, Ngara","['ቅዳሜ: 8:30ጥዋት–5ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–5ከሰዓት', 'ማክሰኞ: 8ጥዋት–5ከሰዓት', 'ረቡዕ: 8ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–5ከሰዓት']",https://business.google.com/create?fp=10662994405224737303&hl=am&authuser=0&gmbsrc=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,2025-04-26
82,Bidii Furniture,5.0(3),https://www.google.com/maps/place/Bidii+Furniture/data=!4m7!3m6!1s0x182f16d0dfe31fa7:0x7d7dac5dfb08a14b!8m2!3d-1.2735827!4d36.8316761!16s%2Fg%2F1tdty48n!19sChIJpx_j39AWLxgRS6EI-12sfX0?authuser=0&hl=am&rclk=1,+254 710 815151,የቤት ዕቃዎች መደብር,N/A,"['ቅዳሜ: 8ጥዋት–6ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–6ከሰዓት', 'ማክሰኞ: 8ጥዋት–6ከሰዓት', 'ረቡዕ: 8ጥዋት–6ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6ከሰዓት']",https://business.google.com/create?fp=9042573146473406795&hl=am&authuser=0&gmbsrc=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,2025-04-26
83,Easy - Deal Furniture,5.0(1),https://www.google.com/maps/place/Easy+-+Deal+Furniture/data=!4m7!3m6!1s0x182f16d5c124d9e3:0x80ee7d4871aa049d!8m2!3d-1.2764975!4d36.8265137!16s%2Fg%2F1w604btf!19sChIJ49kkwdUWLxgRnQSqcUh97oA?authuser=0&hl=am&rclk=1,N/A,የቤት ዕቃዎች መደብር,"·PRFG+CJ2 Kiambaa Properties Co. Building, Ngara Rd","['ቅዳሜ: 8ጥዋት–6:30ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–6:30ከሰዓት', 'ማክሰኞ: 8ጥዋት–6:30ከሰዓት', 'ረቡዕ: 8ጥዋት–6:30ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6:30ከሰዓት']",https://business.google.com/create?fp=9290500831409996957&hl=am&authuser=0&gmbsrc=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=et-am-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0,2025-04-26
84,Kully Kully Online Furniture & Households,5.0(7),https://www.google.com/maps/place/Kully+Kully+Online+Furniture+%26+Households/data=!4m7!3m6!1s0x182f1157736bf293:0x5976c77f6ac9148d!8m2!3d-1.2808497!4d36.8509501!16s%2Fg%2F11pdwf58ns!19sChIJk_Jrc1cRLxgRjRTJan_Hdlk?authuser=0&hl=am&rclk=1,+254 717 200888,Furniture accessories supplier,·First Avenue,"['ቅዳሜ: 9ጥዋት–5:30ከሰዓት', 'እሑድ: 9ጥዋት–5:30ከሰዓት', 'ሰኞ: 9ጥዋት–5:30ከሰዓት', 'ማክሰኞ: 9ጥዋት–5:30ከሰዓት', 'ረቡዕ: 9ጥዋት–5:30ከሰዓት', 'ሐሙስ(Labour Day): 9ጥዋት–5:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 9ጥዋት–5:30ከሰዓት']",http://www.kullykully.com/,2025-04-26
85,Office furniture ngara,5.0(2),https://www.google.com/maps/place/Office+furniture+ngara/data=!4m7!3m6!1s0x182f17be75cd831b:0xac68349fb983ad4!8m2!3d-1.2761525!4d36.8250785!16s%2Fg%2F11mw0s30bk!19sChIJG4PNdb4XLxgR1DqY-0mDxgo?authuser=0&hl=am&rclk=1,+254 714 980665,የቢሮ ዕቃዎች መደብር,N/A,['N/A'],N/A,2025-04-26
86,Tivui,3.6(32),https://www.google.com/maps/place/Tivui/data=!4m7!3m6!1s0x182f17044ad6fa2d:0xe8d4afd53978ded3!8m2!3d-1.2759777!4d36.8242972!16s%2Fg%2F11stwj31n9!19sChIJLfrWSgQXLxgR0954OdWv1Og?authuser=0&hl=am&rclk=1,+254 791 799437,የኢ-ኮሜርስ አገልግሎት,"·Ngara, Figtree, next to Asili Sacco., Opposite Arya Vedic school","['ቅዳሜ: 7ጥዋት–10ከሰዓት', 'እሑድ: 7ጥዋት–10ከሰዓት', 'ሰኞ: 7ጥዋት–10ከሰዓት', 'ማክሰኞ: 7:30ጥዋት–10ከሰዓት', 'ረቡዕ: 7ጥዋት–10ከሰዓት', 'ሐሙስ(Labour Day): 7ጥዋት–10ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 7ጥዋት–10ከሰዓት']",http://www.tivui.co.ke/,2025-04-26
87,Gee Furniture Ke,5.0(7),https://www.google.com/maps/place/Gee+Furniture+Ke/data=!4m7!3m6!1s0x182f1725615fb41f:0xe9c44debace716e3!8m2!3d-1.2763368!4d36.8297129!16s%2Fg%2F11ftw2209m!19sChIJH7RfYSUXLxgR4xbnrOtNxOk?authuser=0&hl=am&rclk=1,+254 705 067567,የቤት ዕቃዎች መደብር,·Desai Road,"['ቅዳሜ: 8ጥዋት–6:30ከሰዓት', 'እሑድ: 10ጥዋት–6:30ከሰዓት', 'ሰኞ: 8ጥዋት–6:30ከሰዓት', 'ማክሰኞ: 8ጥዋት–6:30ከሰዓት', 'ረቡዕ: 8ጥዋት–6:30ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6:30ከሰዓት']",N/A,2025-04-26
88,The Design Gallery,3.5(11),https://www.google.com/maps/place/The+Design+Gallery/data=!4m7!3m6!1s0x182f1715a09def5f:0xbcf9f7e6f6fb3230!8m2!3d-1.2628509!4d36.8057882!16s%2Fg%2F11hzhdz993!19sChIJX--doBUXLxgRMDL79ub3-bw?authuser=0&hl=am&rclk=1,+254 704 650989,የቤት ዕቃዎች መደብር,"·Victoria Courts Building, 09 Parklands Rd","['ቅዳሜ: 8ጥዋት–6:30ከሰዓት', 'እሑድ: 10ጥዋት–6:30ከሰዓት', 'ሰኞ: 8ጥዋት–6:30ከሰዓት', 'ማክሰኞ: 8ጥዋት–6:30ከሰዓት', 'ረቡዕ: 8ጥዋት–6:30ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–6:30ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–6:30ከሰዓት']",N/A,2025-04-26
89,TAPL Office Furnitures,4.8(5),https://www.google.com/maps/place/TAPL+Office+Furnitures/data=!4m7!3m6!1s0x182f11aa6b527df1:0x3fa285a38b0e57b5!8m2!3d-1.3139375!4d36.8176875!16s%2Fg%2F11h3jhgt60!19sChIJ8X1Sa6oRLxgRtVcOi6OFoj8?authuser=0&hl=am&rclk=1,+254 710 553671,የቢሮ ዕቃዎች መደብር,N/A,"['ቅዳሜ: 9ጥዋት–2ከሰዓት', 'እሑድ: Closed', 'ሰኞ: 8ጥዋት–5ከሰዓት', 'ማክሰኞ: 8ጥዋት–5ከሰዓት', 'ረቡዕ: 8ጥዋት–5ከሰዓት', 'ሐሙስ(Labour Day): 8ጥዋት–5ከሰዓትሰዓታት የተለያዩ ሊሆኑ ይችላሉ', 'ዓርብ: 8ጥዋት–5ከሰዓት']",https://taplofficefurnitures.co.ke/,2025-04-26
